region,disease_class,year,cases,region_eng,class_name,class_name_short
республика калмыкия,total,1999,668.3,Republic of Kalmykia,total,total
карачаево-черкесская республика,total,1999,620.9,Karachay-Cherkess Republic,total,total
республика северная осетия алания,total,1999,520.0,Republic of North Ossetia-Alania,total,total
краснодарский край,total,1999,551.7,Krasnodar Krai,total,total
ставропольский край,total,1999,515.4,Stavropol Krai,total,total
астраханская область,total,1999,671.3,Astrakhan Oblast,total,total
волгоградская область,total,1999,680.1,Volgograd Oblast,total,total
ростовская область,total,1999,688.6,Rostov Oblast,total,total
приволжский федеральный округ,total,1999,770.8,Volga Federal District,total,total
республика башкортостан,total,1999,877.4,Republic of Bashkortostan,total,total
республика марий эл,total,1999,774.6,Mari El Republic,total,total
республика мордовия,total,1999,575.1,Republic of Mordovia,total,total
республика татарстан,total,1999,739.0,Republic of Tatarstan,total,total
удмуртская республика,total,1999,841.5,Udmurt Republic,total,total
чувашская республика,total,1999,721.9,Chuvash Republic,total,total
кировская область,total,1999,662.9,Kirov Oblast,total,total
нижегородская область,total,1999,765.1,Nizhny Novgorod Oblast,total,total
оренбургская область,total,1999,792.1,Orenburg Oblast,total,total
пензенская область,total,1999,768.7,Penza Oblast,total,total
пермская область,total,1999,794.2,Perm Oblast,total,total
коми-пермяцкий автономный округ,total,1999,,Komi-Permyak Autonomous Okrug,total,total
самарская область,total,1999,829.6,Samara Oblast,total,total
саратовская область,total,1999,665.6,Saratov Oblast,total,total
ульяновская область,total,1999,761.1,Ulyanovsk Oblast,total,total
уральский федеральный округ,total,1999,744.3,Ural Federal District,total,total
курганская область,total,1999,793.7,Kurgan Oblast,total,total
свердловская область,total,1999,633.6,Sverdlovsk Oblast,total,total
тюменская область,total,1999,884.0,Tyumen Oblast (with AO),total,total
ханты-мансийский автономный округ-югра,total,1999,,Khanty-Mansi Autonomous Okrug-Yugra,total,total
ямало-ненецкий автономный округ,total,1999,,Yamalo-Nenets Autonomous Okrug,total,total
челябинская область,total,1999,745.5,Chelyabinsk Oblast,total,total
сибирский федеральный округ,total,1999,680.6,Siberian Federal District,total,total
республика алтай,total,1999,774.7,Altai Republic,total,total
республика бурятия,total,1999,462.4,Republic of Buryatia,total,total
республика тыва,total,1999,590.2,Republic of Tuva,total,total
республика хакасия,total,1999,696.8,Republic of Khakassia,total,total
алтайский край,total,1999,860.9,Altai Krai,total,total
красноярский край,total,1999,624.7,Krasnoyarsk Krai,total,total
таймырский (долгано-ненецкий) автономный округ,total,1999,,Taimyr (Dolgan-Nenets) Autonomous Okrug,total,total
эвенкийский автономный округ,total,1999,,Evenk Autonomous Okrug,total,total
иркутская область,total,1999,692.6,Irkutsk Oblast,total,total
усть-ордынский бурятский автономный округ,total,1999,,Ust-Orda Buryat Autonomous Okrug,total,total
кемеровская область,total,1999,672.0,Kemerovo Oblast,total,total
новосибирская область,total,1999,646.4,Novosibirsk Oblast,total,total
омская область,total,1999,744.0,Omsk Oblast,total,total
томская область,total,1999,747.9,Tomsk Oblast,total,total
читинская область,total,1999,517.8,Chita Oblast,total,total
агинский бурятский автономный округ,total,1999,,Agin-Buryat Autonomous Okrug,total,total
дальневосточный федеральный округ,total,1999,667.9,Far Eastern Federal District,total,total
республика саха (якутия),total,1999,728.9,Sakha Republic (Yakutia),total,total
приморский край,total,1999,654.0,Primorsky Krai,total,total
хабаровский край,total,1999,667.7,Khabarovsk Krai,total,total
амурская область,total,1999,483.6,Amur Oblast,total,total
камчатская область,total,1999,713.2,Kamchatka Oblast,total,total
корякский автономный округ,total,1999,,Koryak Autonomous Okrug,total,total
